,filename,width,height,class,xmin,ymin,xmax,ymax
1859,Top_Formal_74.jpg,640,640,Top_Formal,143,151,484,627
1860,Top_Formal_75.jpg,640,640,Top_Formal,117,203,610,571
1861,Top_Formal_76.jpg,332,398,Top_Formal,53,120,273,385
1862,Top_Formal_9.jpg,500,375,Top_Formal,89,117,258,375
1863,Top_Formal_9.jpg,500,375,Top_Formal,243,138,437,375
1864,Top_Formal_E1.jpg,298,300,Top_Formal,60,81,261,261
1865,trouser_Denim_1.jpg,1024,1024,trouser_Denim,97,67,426,910
1866,trouser_Denim_1.jpg,1024,1024,trouser_Denim,570,85,988,830
1867,trouser_Denim_10.jpg,183,275,trouser_Denim,54,98,120,245
1868,trouser_Denim_11.jpg,183,275,trouser_Denim,52,108,117,247
1869,trouser_Denim_12.jpg,329,153,trouser_Denim,174,92,268,153
1870,trouser_Denim_13.jpg,211,239,trouser_Denim,57,2,165,236
1871,trouser_Denim_14.jpg,183,275,trouser_Denim,48,117,126,253
1872,trouser_Denim_15.jpg,213,237,trouser_Denim,49,24,150,219
1873,trouser_Denim_16.jpg,259,194,trouser_Denim,32,89,99,194
1874,trouser_Denim_16.jpg,259,194,trouser_Denim,117,87,210,194
1875,trouser_Denim_17.jpg,183,275,trouser_Denim,48,162,136,275
1876,trouser_Denim_18.jpg,191,265,trouser_Denim,8,104,88,242
1877,trouser_Denim_18.jpg,191,265,trouser_Denim,75,131,185,252
1878,trouser_Denim_19.jpg,205,246,trouser_Denim,19,53,190,245
1879,trouser_Denim_20.jpg,194,259,trouser_Denim,29,19,153,236
1880,trouser_Denim_21.jpg,225,225,trouser_Denim,55,14,175,218
1881,trouser_Denim_22.jpg,600,308,trouser_Denim,39,152,220,308
1882,trouser_Denim_22.jpg,600,308,trouser_Denim,207,137,395,308
1883,trouser_Denim_22.jpg,600,308,trouser_Denim,367,142,539,308
1884,trouser_Denim_23.jpg,300,300,trouser_Denim,18,76,287,262
1885,trouser_Denim_24.jpg,2472,2472,trouser_Denim,707,1464,1595,2472
1886,trouser_Denim_25.jpg,460,276,trouser_Denim,20,133,125,276
1887,trouser_Denim_25.jpg,460,276,trouser_Denim,126,143,216,276
1888,trouser_Denim_25.jpg,460,276,trouser_Denim,201,131,313,276
1889,trouser_Denim_25.jpg,460,276,trouser_Denim,319,129,440,276
1890,trouser_Denim_26.jpg,710,936,trouser_Denim,247,343,490,933
1891,trouser_Denim_5.jpg,225,225,trouser_Denim,69,2,197,200
1892,trouser_Denim_6.jpg,201,251,trouser_Denim,1,22,56,231
1893,trouser_Denim_6.jpg,201,251,trouser_Denim,60,18,136,230
1894,trouser_Denim_6.jpg,201,251,trouser_Denim,129,18,201,210
1895,trouser_Denim_7.jpg,189,266,trouser_Denim,54,93,146,256
1896,trouser_Denim_8.jpg,183,275,trouser_Denim,41,1,173,252
1897,trouser_Denim_9.jpg,262,192,trouser_Denim,98,95,162,192
1901,trouser_Regular_12.jpg,750,750,trouser_Regular,173,31,585,716
1902,trouser_Regular_13.jpg,750,750,trouser_Regular,226,40,505,706
1903,trouser_Regular_14.jpg,900,1098,trouser_Regular,219,11,695,1097
1904,trouser_Regular_15.jpg,750,750,trouser_Regular,200,22,540,702
1905,trouser_Regular_16.jpg,355,533,trouser_Regular,64,46,244,475
1906,trouser_Regular_17.jpg,500,500,trouser_Regular,158,2,377,450
1907,trouser_Regular_18.jpg,850,995,trouser_Regular,230,47,718,921
1908,trouser_Regular_19.jpg,850,995,trouser_Regular,241,59,623,931
1909,trouser_Regular_2.jpg,426,568,trouser_Regular,63,48,329,510
1910,trouser_Regular_20.jpg,375,500,trouser_Regular,1,26,366,499
1911,trouser_Regular_21.jpg,420,560,trouser_Regular,87,59,328,527
1912,trouser_Regular_22.jpg,0,0,trouser_Regular,81,2,291,481
1913,trouser_Regular_23.jpg,225,225,trouser_Regular,56,4,174,211
1914,trouser_Regular_24.jpg,207,243,trouser_Regular,51,13,161,224
1915,trouser_Regular_25.jpg,225,225,trouser_Regular,59,8,169,203
1916,trouser_Regular_26.jpg,225,225,trouser_Regular,59,5,158,202
1917,trouser_Regular_27.jpg,1700,2000,trouser_Regular,270,90,1434,1812
1918,trouser_Regular_28.jpg,391,600,trouser_Regular,71,7,348,551
1919,trouser_Regular_29.jpg,480,480,trouser_Regular,141,6,346,468
1920,trouser_Regular_3.jpg,450,675,trouser_Regular,90,4,388,644
1921,trouser_Regular_30.jpg,225,225,trouser_Regular,1,2,221,224
1922,trouser_Regular_31.jpg,207,243,trouser_Regular,55,17,167,223
1923,trouser_Regular_32.jpg,193,261,trouser_Regular,33,4,170,246
1924,trouser_Regular_33.jpg,183,275,trouser_Regular,32,33,160,239
1925,trouser_Regular_34.jpg,183,275,trouser_Regular,34,41,166,255
1926,trouser_Regular_35.jpg,183,275,trouser_Regular,34,29,164,257
1927,trouser_Regular_36.jpg,201,251,trouser_Regular,37,3,172,234
1928,trouser_Regular_37.jpg,167,301,trouser_Regular,44,116,139,289
1929,trouser_Regular_38.jpg,183,275,trouser_Regular,57,37,152,244
1930,trouser_Regular_39.jpg,159,316,trouser_Regular,18,42,140,287
1931,trouser_Regular_4.jpg,375,375,trouser_Regular,106,1,308,374
1932,trouser_Regular_40.jpg,194,259,trouser_Regular,68,38,181,242
1933,trouser_Regular_41.jpg,193,261,trouser_Regular,27,6,181,248
1934,trouser_Regular_42.jpg,225,225,trouser_Regular,51,26,145,214
1935,trouser_Regular_43.jpg,183,276,trouser_Regular,25,3,155,247
1936,trouser_Regular_44.jpg,225,225,trouser_Regular,1,1,224,218
1937,trouser_Regular_45.jpg,194,259,trouser_Regular,42,5,159,244
1938,trouser_Regular_46.jpg,194,259,trouser_Regular,33,24,137,241
1939,trouser_Regular_47.jpg,201,251,trouser_Regular,31,6,151,227
1940,trouser_Regular_48.jpg,200,252,trouser_Regular,58,5,174,225
1941,trouser_Regular_49.jpg,517,650,trouser_Regular,113,15,428,617
1942,trouser_Regular_5.jpg,768,1024,trouser_Regular,150,21,639,1010
1943,trouser_Regular_50.jpg,517,650,trouser_Regular,106,8,413,603
1944,trouser_Regular_51.jpg,517,650,trouser_Regular,93,25,412,610
1945,trouser_Regular_52.jpg,517,650,trouser_Regular,140,11,398,643
1946,trouser_Regular_53.jpg,517,650,trouser_Regular,60,15,470,596
1947,trouser_Regular_54.jpg,517,650,trouser_Regular,127,5,415,610
1948,trouser_Regular_55.jpg,517,650,trouser_Regular,106,17,423,621
1949,trouser_Regular_56.jpg,517,650,trouser_Regular,83,14,506,586
1950,trouser_Regular_57.jpg,500,500,trouser_Regular,131,4,372,472
1951,trouser_Regular_58.jpg,500,500,trouser_Regular,126,14,376,458
1952,trouser_Regular_59.jpg,500,500,trouser_Regular,135,7,371,468
1953,trouser_Regular_6.jpg,420,560,trouser_Regular,103,3,352,515
1954,trouser_Regular_60.jpg,500,500,trouser_Regular,120,7,401,464
1955,trouser_Regular_61.jpg,517,650,trouser_Regular,105,6,409,598
1956,trouser_Regular_62.jpg,517,650,trouser_Regular,116,11,460,597
1957,trouser_Regular_63.jpg,693,1036,trouser_Regular,186,61,632,971
1958,trouser_Regular_64.jpg,960,1200,trouser_Regular,215,1,783,1113
1959,trouser_Regular_65.jpg,960,1200,trouser_Regular,202,88,853,1100
1960,trouser_Regular_66.jpg,247,296,trouser_Regular,48,22,204,263
1961,trouser_Regular_67.jpg,480,480,trouser_Regular,141,11,363,462
1962,trouser_Regular_68.jpg,470,470,trouser_Regular,98,10,360,444
1963,trouser_Regular_69.jpg,750,1000,trouser_Regular,160,28,637,964
1964,trouser_Regular_7.jpg,320,320,trouser_Regular,78,1,251,305
1965,trouser_Regular_70.jpg,500,500,trouser_Regular,51,23,360,500
1966,trouser_Regular_71.jpg,900,1168,trouser_Regular,194,16,692,1060
1967,trouser_Regular_72.jpg,900,1168,trouser_Regular,326,426,694,1095
1968,trouser_Regular_73.jpg,517,650,trouser_Regular,154,11,405,584
1969,trouser_Regular_74.jpg,517,650,trouser_Regular,120,11,446,587
1970,trouser_Regular_75.jpg,650,650,trouser_Regular,164,4,525,650
1971,trouser_Regular_76.jpg,478,478,trouser_Regular,153,12,329,471
1972,trouser_Regular_77.jpg,350,436,trouser_Regular,20,123,128,330
1973,trouser_Regular_77.jpg,350,436,trouser_Regular,122,31,318,414
1974,trouser_Regular_78.jpg,630,945,trouser_Regular,114,113,524,813
1975,trouser_Regular_79.jpg,630,945,trouser_Regular,155,85,485,748
1976,trouser_Regular_8.jpg,500,500,trouser_Regular,152,9,372,499
1977,trouser_Regular_80.jpg,500,500,trouser_Regular,143,92,339,468
1978,trouser_Regular_9.jpg,424,612,trouser_Regular,99,11,328,580
1979,trouser_Slim_10.jpg,569,569,trouser_Slim,155,25,404,521
1980,trouser_Slim_11.jpg,224,336,trouser_Slim,36,18,186,277
1981,trouser_Slim_12.jpg,423,550,trouser_Slim,87,14,370,515
1982,trouser_Slim_13.jpg,342,445,trouser_Slim,79,44,266,380
1983,trouser_Slim_14.jpg,870,1110,trouser_Slim,228,466,714,1105
1984,trouser_Slim_15.jpg,2000,2400,trouser_Slim,537,28,1441,1833
1985,trouser_Slim_16.jpg,480,627,trouser_Slim,132,40,395,541
1986,trouser_Slim_17.jpg,1040,1849,trouser_Slim,172,53,845,1683
1987,trouser_Slim_18.jpg,1040,1849,trouser_Slim,165,26,988,1719
1988,trouser_Slim_19.jpg,145,250,trouser_Slim,25,33,127,232
1989,trouser_Slim_20.jpg,194,260,trouser_Slim,44,28,161,236
1990,trouser_Slim_21.jpg,168,300,trouser_Slim,21,11,148,278
1991,trouser_Slim_22.jpg,640,640,trouser_Slim,204,56,459,557
1992,trouser_Slim_23.jpg,870,1110,trouser_Slim,394,350,747,1042
1993,trouser_Slim_24.jpg,488,488,trouser_Slim,143,26,329,418
1994,trouser_Slim_25.jpg,225,225,trouser_Slim,77,31,156,182
1995,trouser_Slim_26.jpg,166,303,trouser_Slim,17,5,149,266
1996,trouser_Slim_27.jpg,194,259,trouser_Slim,47,14,160,222
1997,trouser_Slim_28.jpg,178,284,trouser_Slim,20,88,112,245
1998,trouser_Slim_29.jpg,225,225,trouser_Slim,45,16,170,188
1999,trouser_Slim_30.jpg,225,225,trouser_Slim,60,3,206,201
2000,trouser_Slim_31.jpg,194,259,trouser_Slim,52,3,165,230
2001,trouser_Slim_32.jpg,193,261,trouser_Slim,47,6,176,226
2002,trouser_Slim_33.jpg,224,224,trouser_Slim,66,7,172,206
2003,trouser_Slim_34.jpg,201,251,trouser_Slim,38,17,178,223
2004,trouser_Slim_35.jpg,225,225,trouser_Slim,72,9,189,207
2005,trouser_Slim_36.jpg,225,225,trouser_Slim,45,18,194,202
2006,trouser_Slim_37.jpg,224,224,trouser_Slim,56,22,174,223
2007,trouser_Slim_38.jpg,191,264,trouser_Slim,62,99,134,250
2008,trouser_Slim_39.jpg,194,259,trouser_Slim,43,4,153,252
2009,trouser_Slim_40.jpg,183,275,trouser_Slim,19,81,162,240
2010,trouser_Slim_41.jpg,200,253,trouser_Slim,68,87,168,229
2011,trouser_Slim_42.jpg,183,276,trouser_Slim,35,3,173,241
2012,trouser_Slim_43.jpg,197,256,trouser_Slim,41,3,191,230
2013,trouser_Slim_44.jpg,246,205,trouser_Slim,87,3,160,160
2014,trouser_Slim_45.jpg,225,225,trouser_Slim,70,13,167,216
2015,trouser_Slim_46.jpg,225,225,trouser_Slim,59,6,198,218
2016,trouser_Slim_47.jpg,209,241,trouser_Slim,70,87,162,216
2017,trouser_Slim_48.jpg,225,225,trouser_Slim,71,11,187,211
2018,trouser_Slim_49.jpg,183,275,trouser_Slim,51,16,148,241
2019,trouser_Slim_50.jpg,192,262,trouser_Slim,46,18,164,242
2020,trouser_Slim_51.jpg,225,225,trouser_Slim,55,11,163,194
2021,trouser_Slim_52.jpg,199,254,trouser_Slim,54,49,174,229
2022,trouser_Slim_53.jpg,183,275,trouser_Slim,53,3,169,228
2023,trouser_Slim_54.jpg,183,275,trouser_Slim,60,88,159,241
2024,trouser_Slim_55.jpg,187,270,trouser_Slim,55,51,146,250
2025,trouser_Slim_56.jpg,225,225,trouser_Slim,84,47,162,195
2026,trouser_Slim_57.jpg,225,225,trouser_Slim,73,33,161,178
2027,trouser_Slim_58.jpg,1000,1000,trouser_Slim,49,318,351,900
2028,trouser_Slim_58.jpg,1000,1000,trouser_Slim,388,318,628,903
2029,trouser_Slim_58.jpg,1000,1000,trouser_Slim,692,303,1000,921
2030,trouser_Slim_59.jpg,800,1040,trouser_Slim,192,47,588,936
2031,trouser_Slim_60.jpg,500,500,trouser_Slim,105,5,414,500
2032,trouser_Slim_61.jpg,400,500,trouser_Slim,103,17,322,441
2033,trouser_Slim_62.jpg,600,600,trouser_Slim,165,43,467,497
2034,trouser_Slim_63.jpg,169,253,trouser_Slim,20,96,112,230
2035,trouser_Slim_64.jpg,208,277,trouser_Slim,52,10,167,270
2036,trouser_Slim_65.jpg,600,800,trouser_Slim,130,10,493,772
2037,trouser_Slim_66.jpg,800,800,trouser_Slim,261,57,673,768
2038,trouser_Slim_67.jpg,640,640,trouser_Slim,170,72,467,580
2039,trouser_Slim_9.jpg,214,320,trouser_Slim,23,61,178,302
2040,TShirt_0001.jpg,183,275,T-Shirt_Regular,21,46,120,158
2041,TShirt_0001.jpg,183,275,trouser_Denim,43,148,131,275
2042,TShirt_0002.jpg,600,440,T-Shirt_Regular,67,108,300,351
2043,TShirt_0002.jpg,600,440,T-Shirt_Regular,395,106,559,302
2044,TShirt_0002.jpg,600,440,trouser_Denim,1,290,297,440
2045,TShirt_0002.jpg,600,440,trouser_Denim,349,278,541,440
2046,TShirt_0003.jpg,1024,553,Shirt_Regular,3,209,350,553
2047,TShirt_0003.jpg,1024,553,T-Shirt_Regular,588,246,925,553
2048,TShirt_0004.jpg,720,720,T-Shirt_Regular,125,63,582,681
2049,TShirt_0005.jpg,194,259,T-Shirt_Regular,32,88,153,242
2050,TShirt_0006.jpg,960,720,Top_Casual,1,303,417,710
2051,TShirt_0006.jpg,960,720,T-Shirt_Regular,358,253,960,717
2052,TShirt_0007.jpg,275,183,T-Shirt_Regular,127,71,240,182
2053,TShirt_0008.jpg,275,183,T-Shirt_Regular,17,106,225,183
2054,TShirt_0009.jpg,960,720,T-Shirt_Regular,308,192,645,613
2055,TShirt_0010.jpg,190,266,T-Shirt_Regular,2,77,188,251
2056,TShirt_0011.jpg,275,183,T-Shirt_Regular,36,87,198,183
2057,TShirt_0012.jpg,512,768,T-Shirt_Regular,108,193,444,681
2058,TShirt_0012.jpg,512,768,trouser_Denim,106,617,383,768
2059,TShirt_0013.jpg,576,768,T-Shirt_Regular,25,193,576,764
2060,TShirt_0015.jpg,720,428,Shirt_Regular,52,71,274,320
2061,TShirt_0015.jpg,720,428,T-Shirt_Regular,425,236,666,384
2062,TShirt_0015.jpg,720,428,trouser_Regular,27,269,214,428
2063,TShirt_0016.jpg,960,540,T-Shirt_Regular,86,176,339,511
2064,TShirt_0016.jpg,960,540,T-Shirt_Regular,308,138,537,476
2065,TShirt_0016.jpg,960,540,T-Shirt_Regular,502,156,812,481
2066,TShirt_0016.jpg,960,540,trouser_Denim,539,425,770,540
2067,TShirt_0016.jpg,960,540,trouser_Denim,320,436,540,540
2068,TShirt_0017.jpg,375,500,T-Shirt_Regular,99,260,345,500
2069,TShirt_0018.jpg,260,194,T-Shirt_Regular,28,39,98,126
2070,TShirt_0018.jpg,260,194,T-Shirt_Regular,153,54,242,155
2071,TShirt_0019.jpg,199,254,T-Shirt_Regular,56,68,180,213
2072,TShirt_0020.jpg,512,768,T-Shirt_Regular,18,213,473,756
2073,TShirt_0021.jpg,824,768,T-Shirt_Regular,148,183,400,464
2074,TShirt_0021.jpg,824,768,T-Shirt_Regular,252,442,568,751
2075,TShirt_0021.jpg,824,768,T-Shirt_LongSleeves,434,183,716,479
2076,TShirt_0022.jpg,511,768,T-Shirt_Regular,68,329,355,734
2077,TShirt_0023.jpg,275,183,Shirt_Polo,42,61,124,170
2078,TShirt_0023.jpg,275,183,Shirt_Polo,99,58,184,166
2079,TShirt_0023.jpg,275,183,T-Shirt_Regular,150,61,247,177
2080,TShirt_0024.jpg,969,768,T-Shirt_Regular,8,122,274,570
2081,TShirt_0024.jpg,969,768,T-Shirt_Regular,673,129,969,627
2082,TShirt_0024.jpg,969,768,T-Shirt_Regular,305,128,496,372
2083,TShirt_0024.jpg,969,768,Short_Regular,48,510,295,768
2084,TShirt_0024.jpg,969,768,trouser_Denim,684,579,962,768
2085,TShirt_0024.jpg,969,768,trouser_Denim,339,411,421,611
2086,TShirt_0024.jpg,969,768,Shoe,352,601,417,690
2087,TShirt_0024.jpg,969,768,Shoe,434,601,525,649
2088,TShirt_0025.jpg,780,521,T-Shirt_Regular,332,150,570,376
2089,TShirt_0025.jpg,780,521,Short_Regular,376,346,573,521
2090,TShirt_0025.jpg,780,521,Short_Regular,11,323,216,521
2091,TShirt_0025.jpg,780,521,trouser_Regular,602,289,680,408
2092,TShirt_0026.jpg,920,614,T-Shirt_Regular,186,340,499,614
2093,TShirt_0026.jpg,920,614,T-Shirt_Regular,432,275,744,614
2094,TShirt_0026.jpg,920,614,T-Shirt_Regular,710,297,920,610
2095,TShirt_0026.jpg,920,614,T-Shirt_Regular,1,304,222,614
2096,TShirt_0027.jpg,1024,560,T-Shirt_Regular,38,224,442,560
2097,TShirt_0027.jpg,1024,560,T-Shirt_Regular,548,210,972,504
2098,TShirt_0028.jpg,281,180,T-Shirt_Regular,32,75,132,180
2099,TShirt_0029.jpg,275,183,T-Shirt_Regular,26,74,164,183
2100,TShirt_0030.jpg,230,219,T-Shirt_Regular,81,103,184,219
2101,TShirt_0031.jpg,275,183,T-Shirt_Regular,18,65,104,175
2102,TShirt_0031.jpg,275,183,T-Shirt_Regular,147,89,214,183
2103,TShirt_0031.jpg,275,183,T-Shirt_Regular,188,63,275,182
2104,TShirt_0031.jpg,275,183,Top_Casual,99,79,154,181
2105,TShirt_0033.jpg,960,627,T-Shirt_Regular,7,205,422,623
